run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,text_15.stopped,key_resp_9.stopped,key_resp_9.keys,key_resp_9.rt,fix4.started,fix4.stopped,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 31,response_type,response_value,unanswered,Unnamed: 30
2.0,10.0,scrambled,fps_60/150296.bmp_pp97_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,41.88283569994383,52.244076000060886,52.244076000060886,55.35214610002004,55.35214610002004,58.35710099991411,58.35710099991411,['1'],[0.6668479000218213],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,False Alarm,1,,
2.0,18.86,veridical,fps_60/713519.bmp_pp84_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.8599999999999994,,0.0,1.0,1.0,1.0,,,,,58.35710099991411,61.58106369990856,61.58106369990856,64.6896883000154,64.6896883000154,67.69131899997592,67.69131899997592,['1'],[0.9301497999113053],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,27.91,scrambled,fps_60/1159819.bmp_pp63_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.0500000000000007,,0.0,2.0,2.0,2.0,,,,,67.69131899997592,71.10505910008214,71.10505910008214,74.2122357999906,74.2122357999906,77.2126134999562,77.2126134999562,['1'],[2.1773125999607146],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,False Alarm,1,,
2.0,37.06,veridical,fps_60/498396.bmp_pp152_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.150000000000002,,0.0,3.0,3.0,3.0,,,,,77.2126134999562,80.72416640003212,80.72416640003212,83.83084130007774,83.83084130007774,86.84059579996392,86.84059579996392,['1'],[0.448411000194028],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,45.1,scrambled,fps_60/713707.bmp_pp63_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.039999999999999,,0.0,4.0,4.0,4.0,,,,,86.84059579996392,89.25427850009874,89.25427850009874,92.35889629996382,92.35889629996382,,,['2'],[1.6118503999896348],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Correct Reject,2,,
2.0,54.79,veridical,fps_60/150296.bmp_pp97_L3_V1_veridical_freeview_isoFalse_fps60.mp4,3.6899999999999977,,0.0,5.0,5.0,5.0,,,,,95.3711349000223,99.43097219988704,99.43097219988704,102.53974310006016,102.53974310006016,105.54809499997646,105.54809499997646,['1'],[0.6045561998616904],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,70.63,veridical,fps_60/285992.bmp_pp98_L1_V1_veridical_freeview_isoFalse_fps60.mp4,9.839999999999996,,0.0,6.0,6.0,6.0,,,,,105.54809499997646,115.8316238000989,115.8316238000989,118.90051939990371,118.90051939990371,,,['1'],[0.6978887000586838],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,80.7,scrambled,fps_60/1159508.bmp_pp151_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,4.070000000000007,,0.0,7.0,7.0,7.0,,,,,121.91424449998884,126.40043679997324,126.40043679997324,129.50686160009354,129.50686160009354,132.5170436000917,132.5170436000917,['2'],[1.4070951000321656],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Correct Reject,2,,
2.0,89.59,scrambled,fps_60/713519.bmp_pp84_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.890000000000001,,0.0,8.0,8.0,8.0,,,,,132.5170436000917,135.81601940002292,135.81601940002292,138.9023366998881,138.9023366998881,141.9099071000237,141.9099071000237,,,,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,,,,
2.0,98.25,veridical,fps_60/713707.bmp_pp63_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.6599999999999966,,0.0,9.0,9.0,9.0,,,,,141.9099071000237,144.93881419999525,144.93881419999525,148.04329079994932,148.04329079994932,151.04343710001558,151.04343710001558,['2'],[1.0035371999256313],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Miss,2,,
2.0,108.09,scrambled,fps_60/1592137.bmp_pp58_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.8400000000000034,,0.0,10.0,10.0,10.0,,,,,151.04343710001558,155.30786870000884,155.30786870000884,158.3920271000825,158.3920271000825,161.3935529999435,161.3935529999435,['1'],[0.7644483998883516],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,False Alarm,1,,
2.0,118.18,veridical,fps_60/1160140.bmp_pp151_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.090000000000003,,0.0,11.0,11.0,11.0,,,,,161.3935529999435,165.9237822999712,165.9237822999712,169.02352320007049,169.02352320007049,172.02706229989417,172.02706229989417,['1'],[1.053964499849826],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,127.51,veridical,fps_60/1592137.bmp_pp58_L1_V1_veridical_freeview_isoFalse_fps60.mp4,3.3299999999999983,,0.0,12.0,12.0,12.0,,,,,172.02706229989417,175.77423959993757,175.77423959993757,178.8909281999804,178.8909281999804,181.8990233000368,181.8990233000368,['1'],[0.4960497000720352],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,135.58,scrambled,fps_60/1160171.bmp_pp97_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.0700000000000074,,0.0,13.0,13.0,13.0,,,,,181.8990233000368,184.29843760002404,184.29843760002404,187.40310680004768,187.40310680004768,190.40572439995597,190.40572439995597,,,,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,,,,
2.0,144.7,veridical,fps_60/1159819.bmp_pp63_L1_V1_veridical_freeview_isoFalse_fps60.mp4,3.119999999999976,,0.0,14.0,14.0,14.0,,,,,190.40572439995597,193.91648510005325,193.91648510005325,197.0245280999225,197.0245280999225,,,['1'],[0.548659399850294],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,154.49,veridical,fps_60/1160171.bmp_pp97_L3_V1_veridical_freeview_isoFalse_fps60.mp4,3.790000000000021,,0.0,15.0,15.0,15.0,,,,,200.03533210000023,204.2675270999316,204.2675270999316,207.33312830002976,207.33312830002976,210.33670069999064,210.33670069999064,['1'],[0.6917966001201421],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,162.95,scrambled,fps_60/285992.bmp_pp98_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.4599999999999795,,0.0,16.0,16.0,16.0,,,,,210.33670069999064,213.1527807998937,213.1527807998937,216.2598514999263,216.2598514999263,219.2624995999504,219.2624995999504,['1'],[0.7087862999178469],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,False Alarm,1,,
2.0,173.16,scrambled,fps_60/1160140.bmp_pp151_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,4.210000000000008,,0.0,17.0,17.0,17.0,,,,,219.2624995999504,223.8739300998859,223.8739300998859,226.9564280998893,226.9564280998893,229.95974779990505,229.95974779990505,['2'],[0.8369725001975894],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Correct Reject,2,,
2.0,183.78,veridical,fps_60/1159508.bmp_pp151_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.6200000000000045,,0.0,18.0,18.0,18.0,,,,,229.95974779990505,234.96680859988555,234.96680859988555,238.05361240007915,238.05361240007915,241.05981640005484,241.05981640005484,['1'],[1.4605006999336183],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Hit,1,,
2.0,191.81,scrambled,fps_60/498396.bmp_pp152_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.030000000000001,,0.0,19.0,19.0,19.0,,,,,241.05981640005484,243.4012019999791,243.4012019999791,246.506651799893,246.506651799893,249.50973180006255,249.50973180006255,['2'],[0.8233380999881774],,,subject_4c,2.0,2023-08-24_13h26.27.274,run_1,2023.1.2,60.00816103232573,,Correct Reject,2,,
1.0,10.0,scrambled,fps_60/1592044.bmp_pp90_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,453.4237090998795,463.78368779993616,463.78368779993616,466.9063035999425,466.9063035999425,469.9065542998724,469.9065542998724,['1'],[0.8672021999955177],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
1.0,19.68,scrambled,fps_60/1592094.bmp_pp89_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.68,,0.0,1.0,1.0,1.0,,,,,469.9065542998724,474.01912639988586,474.01912639988586,477.07904589991085,477.07904589991085,480.08693209989,480.08693209989,['2'],[1.3491631001234055],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Correct Reject,2,,
1.0,29.81,veridical,fps_60/713142.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.129999999999999,,0.0,2.0,2.0,2.0,,,,,480.08693209989,484.62771929986775,484.62771929986775,487.6957055998501,487.6957055998501,490.7034280998632,490.7034280998632,['1'],[1.2726080999709666],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,39.08,veridical,fps_60/1159515.bmp_pp80_L3_V1_veridical_freeview_isoFalse_fps60.mp4,3.27,,0.0,3.0,3.0,3.0,,,,,490.7034280998632,494.37992389989085,494.37992389989085,497.4876920999959,497.4876920999959,500.4981764999684,500.4981764999684,['1'],[1.2011165998410434],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,48.0,scrambled,fps_60/713142.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.9200000000000017,,0.0,4.0,4.0,4.0,,,,,500.4981764999684,503.8364219998475,503.8364219998475,506.9508537999354,506.9508537999354,509.9576042999979,509.9576042999979,['1'],[0.867920899996534],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
1.0,56.3,scrambled,fps_60/713330.bmp_pp51_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.299999999999997,,0.0,5.0,5.0,5.0,,,,,509.9576042999979,512.617626799969,512.617626799969,515.7225562999956,515.7225562999956,518.7273581000045,518.7273581000045,['2'],[1.3960975999943912],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Correct Reject,2,,
1.0,66.73,veridical,fps_60/1592044.bmp_pp90_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.430000000000007,,0.0,6.0,6.0,6.0,,,,,518.7273581000045,523.6094624998514,523.6094624998514,526.7196337999776,526.7196337999776,,,['1'],[0.8495110999792814],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,75.4,scrambled,fps_60/1159515.bmp_pp80_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.6700000000000017,,0.0,7.0,7.0,7.0,,,,,529.7352710999548,532.7890780000016,532.7890780000016,535.892269999953,535.892269999953,538.8967460000422,538.8967460000422,['1'],[0.6163240000605583],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
1.0,84.36,scrambled,fps_60/1160247.bmp_pp99_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.9599999999999937,,0.0,8.0,8.0,8.0,,,,,538.8967460000422,542.2418557000346,542.2418557000346,545.3293238999322,545.3293238999322,,,['2'],[0.7364107999019325],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Correct Reject,2,,
1.0,93.97,veridical,fps_60/713807.bmp_pp152_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.61,,0.0,9.0,9.0,9.0,,,,,548.3458614998963,552.3609873000532,552.3609873000532,555.4513338999823,555.4513338999823,,,['1'],[0.8530604999978095],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,103.09,veridical,fps_60/1592094.bmp_pp89_L1_V1_veridical_freeview_isoFalse_fps60.mp4,3.1200000000000045,,0.0,10.0,10.0,10.0,,,,,558.4635987000074,562.0145052999724,562.0145052999724,565.0831931999419,565.0831931999419,,,['1'],[0.6849464999977499],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,112.07,scrambled,fps_60/713807.bmp_pp152_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.9799999999999898,,0.0,11.0,11.0,11.0,,,,,568.0982053999323,571.5022201999091,571.5022201999091,574.5873209000565,574.5873209000565,,,['1'],[0.7477017000783235],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
1.0,122.94,veridical,fps_60/1592836.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.8700000000000045,,0.0,12.0,12.0,12.0,,,,,577.6019617998973,582.8685176998843,582.8685176998843,585.9727238998748,585.9727238998748,,,,,,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,,,,
1.0,131.58,veridical,fps_60/1592254.bmp_pp82_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.640000000000015,,0.0,13.0,13.0,13.0,,,,,588.9862758999225,592.0493322999682,592.0493322999682,595.1490483998787,595.1490483998787,598.151288199937,598.151288199937,['1'],[0.7614333999808878],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,143.68,veridical,fps_60/713330.bmp_pp51_L1_V1_veridical_freeview_isoFalse_fps60.mp4,6.099999999999994,,0.0,14.0,14.0,14.0,,,,,598.151288199937,604.6944317000452,604.6944317000452,607.7706748000346,607.7706748000346,610.7752384999767,610.7752384999767,['1'],[0.6980292999651283],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,152.71,scrambled,fps_60/498155.bmp_pp99_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,3.030000000000001,,0.0,15.0,15.0,15.0,,,,,610.7752384999767,614.2206498000305,614.2206498000305,617.3224875000305,617.3224875000305,,,['1'],[1.7357721999287605],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
1.0,162.9,veridical,fps_60/1160247.bmp_pp99_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.189999999999998,,0.0,16.0,16.0,16.0,,,,,620.3366016999353,624.9735811999999,624.9735811999999,628.0421863000374,628.0421863000374,631.0445600999519,631.0445600999519,['2'],[0.8176384000107646],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Miss,2,,
1.0,171.48,veridical,fps_60/498155.bmp_pp99_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.579999999999984,,0.0,17.0,17.0,17.0,,,,,631.0445600999519,633.9937209999189,633.9937209999189,637.1000079000369,637.1000079000369,640.1018969998695,640.1018969998695,['1'],[2.952624299796298],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,Hit,1,,
1.0,180.29,scrambled,fps_60/1592254.bmp_pp82_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.8100000000000023,,0.0,18.0,18.0,18.0,,,,,640.1018969998695,643.2686469999608,643.2686469999608,646.4040101000573,646.4040101000573,649.4140557998326,649.4140557998326,['1'],[0.6272358999121934],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
1.0,189.35,scrambled,fps_60/1592836.bmp_pp64_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.0600000000000023,,0.0,19.0,19.0,19.0,,,,,649.4140557998326,652.8369163000025,652.8369163000025,655.9724516000133,655.9724516000133,,,['1'],[0.6695218998938799],,,subject_4c,1.0,2023-08-24_13h20.01.003,run_1,2023.1.2,59.96354216798094,,False Alarm,1,,
3.0,10.0,veridical,fps_60/285948.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,35.13023669994436,45.54490299988538,45.54490299988538,48.61705009988509,48.61705009988509,,,['1'],[0.673828799976036],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,18.94,veridical,fps_60/713285.bmp_pp53_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.9400000000000013,,0.0,1.0,1.0,1.0,,,,,51.63008379982784,54.9614520999603,54.9614520999603,58.0826425999403,58.0826425999403,61.09013669984415,61.09013669984415,['1'],[0.6054932000115514],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,27.57,veridical,fps_60/1592530.bmp_pp75_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.629999999999999,,0.0,2.0,2.0,2.0,,,,,61.09013669984415,64.1228183999192,64.1228183999192,67.24384390003979,67.24384390003979,70.25065830000676,70.25065830000676,['1'],[0.7327598000410944],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,37.25,scrambled,fps_60/1593056.bmp_pp93_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.68,,0.0,3.0,3.0,3.0,,,,,70.25065830000676,74.33571189991198,74.33571189991198,77.42289009992965,77.42289009992965,80.43019609991461,80.43019609991461,['1'],[0.5298297998961061],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,45.98,scrambled,fps_60/713285.bmp_pp53_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.729999999999997,,0.0,4.0,4.0,4.0,,,,,80.43019609991461,83.56036999984644,83.56036999984644,86.6815837000031,86.6815837000031,89.68242700002156,89.68242700002156,['1'],[1.2041572998277843],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,55.35,veridical,fps_60/713017.bmp_pp82_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.3700000000000045,,0.0,5.0,5.0,5.0,,,,,89.68242700002156,93.45756480004638,93.45756480004638,96.56180909997784,96.56180909997784,99.5630745999515,99.5630745999515,['1'],[0.5348797999322414],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,67.86,scrambled,fps_60/1592530.bmp_pp75_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,6.509999999999998,,0.0,6.0,6.0,6.0,,,,,99.5630745999515,106.4966664998792,106.4966664998792,109.57706559984943,109.57706559984943,112.58135150000452,112.58135150000452,['1'],[0.5791098000481725],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,77.55,scrambled,fps_60/1159870.bmp_pp69_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,3.6899999999999977,,0.0,7.0,7.0,7.0,,,,,112.58135150000452,116.71217920002528,116.71217920002528,119.7714974998962,119.7714974998962,122.77016650000589,122.77016650000589,['1'],[0.7665790999308228],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,85.78,scrambled,fps_60/713017.bmp_pp82_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.230000000000004,,0.0,8.0,8.0,8.0,,,,,122.77016650000589,125.34594459994696,125.34594459994696,128.45066109998152,128.45066109998152,,,['1'],[0.6460659001022577],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,98.48,veridical,fps_60/1160227.bmp_pp94_L2_V1_veridical_freeview_isoFalse_fps60.mp4,6.700000000000003,,0.0,9.0,9.0,9.0,,,,,131.46319709997624,138.56633159983903,138.56633159983903,141.67118129995652,141.67118129995652,144.6745231000241,144.6745231000241,['1'],[0.7022989999968559],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,108.18,veridical,fps_60/1159870.bmp_pp69_L3_V1_veridical_freeview_isoFalse_fps60.mp4,3.700000000000003,,0.0,10.0,10.0,10.0,,,,,144.6745231000241,148.79520479985513,148.79520479985513,151.86235719989054,151.86235719989054,154.86290999990888,154.86290999990888,['1'],[1.0511638999450952],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,116.6,veridical,fps_60/1593056.bmp_pp93_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.4199999999999875,,0.0,11.0,11.0,11.0,,,,,154.86290999990888,157.6810020999983,157.6810020999983,160.81829429999925,160.81829429999925,163.81906989985146,163.81906989985146,['1'],[0.6955538000911474],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,124.9,veridical,fps_60/1159325.bmp_pp67_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.300000000000012,,0.0,12.0,12.0,12.0,,,,,163.81906989985146,166.52077429997735,166.52077429997735,169.62557679996826,169.62557679996826,172.6244818000123,172.6244818000123,['2'],[2.478703800123185],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Miss,2,,
3.0,135.79,scrambled,fps_60/713135.bmp_pp94_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.889999999999986,,0.0,13.0,13.0,13.0,,,,,172.6244818000123,177.9370633000508,177.9370633000508,181.00350639992396,181.00350639992396,184.0130435999017,184.0130435999017,['1'],[1.105883700074628],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,146.12,scrambled,fps_60/1159325.bmp_pp67_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.3300000000000125,,0.0,14.0,14.0,14.0,,,,,184.0130435999017,188.77310559991747,188.77310559991747,191.82378740003327,191.82378740003327,194.825218899874,194.825218899874,,,,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,,,,
3.0,155.36,veridical,fps_60/1160049.bmp_pp79_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.240000000000009,,0.0,15.0,15.0,15.0,,,,,194.825218899874,198.4173840000294,198.4173840000294,201.5368444998749,201.5368444998749,,,['1'],[0.9065982999745756],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,166.31,veridical,fps_60/713135.bmp_pp94_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.949999999999989,,0.0,16.0,16.0,16.0,,,,,204.5506823998876,209.92696630000137,209.92696630000137,213.01202129991725,213.01202129991725,216.0145290000364,216.0145290000364,['1'],[1.2678515000734478],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,Hit,1,,
3.0,174.33,scrambled,fps_60/1160049.bmp_pp79_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.0200000000000102,,0.0,17.0,17.0,17.0,,,,,216.0145290000364,218.39480789983645,218.39480789983645,221.49961559986696,221.49961559986696,,,['1'],[0.5154332001693547],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
3.0,183.48,scrambled,fps_60/1160227.bmp_pp94_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,3.1499999999999773,,0.0,18.0,18.0,18.0,,,,,224.51365999993868,227.99714150000364,227.99714150000364,231.1349329999648,231.1349329999648,234.13393969996832,234.13393969996832,,,,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,,,,
3.0,191.98,scrambled,fps_60/285948.bmp_pp64_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.5,,0.0,19.0,19.0,19.0,,,,,234.13393969996832,236.93114109989256,236.93114109989256,240.03666389989667,240.03666389989667,243.0460731999483,243.0460731999483,['1'],[0.5462503000162542],,,subject_4c,3.0,2023-08-24_13h30.52.097,run_1,2023.1.2,60.72408613329444,,False Alarm,1,,
4.0,10.0,scrambled,fps_60/1591975.bmp_pp86_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,46.07660109992139,56.42122030002065,56.42122030002065,59.49984659999609,59.49984659999609,,,oo1,"[0.6491851001046598, 1.8920021001249552]",,,subject_4c,4.0,2023-08-24_13h35.26.192,run_1,2023.1.2,60.06687845425641,,False Alarm,1,,
4.0,19.59,scrambled,fps_60/1592804.bmp_pp60_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,3.59,,0.0,1.0,1.0,1.0,,,,,62.51213949988596,66.5350587000139,66.5350587000139,69.63978519989178,69.63978519989178,72.64014849998057,72.64014849998057,['1'],[0.7998232999816537],,,subject_4c,4.0,2023-08-24_13h35.26.192,run_1,2023.1.2,60.06687845425641,,False Alarm,1,,
4.0,28.07,scrambled,fps_60/1159318.bmp_pp93_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.4800000000000004,,0.0,2.0,2.0,2.0,,,,,72.64014849998057,75.54177839984186,75.54177839984186,78.67957599996589,78.67957599996589,,,['1'],[0.7277883000206202],,,subject_4c,4.0,2023-08-24_13h35.26.192,run_1,2023.1.2,60.06687845425641,,False Alarm,1,,
4.0,36.17,veridical,fps_60/1159482.bmp_pp97_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1000000000000014,,0.0,3.0,3.0,3.0,,,,,81.6949825999327,84.14445989998057,84.14445989998057,87.23101589991711,87.23101589991711,90.2406715999823,90.2406715999823,['1'],[0.5564488000236452],,,subject_4c,4.0,2023-08-24_13h35.26.192,run_1,2023.1.2,60.06687845425641,,Hit,1,,
4.0,44.9,veridical,fps_60/1591975.bmp_pp86_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.729999999999997,,0.0,4.0,4.0,4.0,,,,,90.2406715999823,93.35110730002634,93.35110730002634,96.4732408998534,96.4732408998534,99.4793395998422,99.4793395998422,['1'],[0.43523559998720884],,,subject_4c,4.0,2023-08-24_13h35.26.192,run_1,2023.1.2,60.06687845425641,,Hit,1,,
4.0,53.57,veridical,fps_60/1159777.bmp_pp56_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.6700000000000017,,0.0,5.0,5.0,5.0,,,,,99.4793395998422,102.597222100012,102.597222100012,105.682282499969,105.682282499969,108.68611449981108,108.68611449981108,['2'],[0.8980904000345618],,,subject_4c,4.0,2023-08-24_13h35.26.192,run_1,2023.1.2,60.06687845425641,,Miss,2,,
