run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,text_15.stopped,key_resp_9.stopped,key_resp_9.keys,key_resp_9.rt,fix4.started,fix4.stopped,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 31,response_type,response_value,unanswered,Unnamed: 30
2.0,162.95,scrambled,fps_60/285992.bmp_pp98_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.4599999999999795,,0.0,16.0,16.0,16.0,,,,,195.55630729999396,198.30140110012144,198.30140110012144,201.4079318000004,201.4079318000004,204.4176043001935,204.4176043001935,['1'],[0.9538314000237733],,,subject_9,2.0,2023-08-31_14h50.47.340,run_1,2023.1.2,59.97505038455771,,False Alarm,1,,
2.0,173.16,scrambled,fps_60/1160140.bmp_pp151_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,4.210000000000008,,0.0,17.0,17.0,17.0,,,,,204.4176043001935,209.00198430009183,209.00198430009183,212.088010400068,212.088010400068,215.0969248001929,215.0969248001929,['2'],[1.4707926998380572],,,subject_9,2.0,2023-08-31_14h50.47.340,run_1,2023.1.2,59.97505038455771,,Correct Reject,2,,
2.0,183.78,veridical,fps_60/1159508.bmp_pp151_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.6200000000000045,,0.0,18.0,18.0,18.0,,,,,215.0969248001929,220.0641856000293,220.0641856000293,223.17280150018632,223.17280150018632,226.17770030000247,226.17770030000247,['1'],[0.7344940998591483],,,subject_9,2.0,2023-08-31_14h50.47.340,run_1,2023.1.2,59.97505038455771,,Hit,1,,
2.0,191.81,scrambled,fps_60/498396.bmp_pp152_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.030000000000001,,0.0,19.0,19.0,19.0,,,,,226.17770030000247,228.5740066000726,228.5740066000726,231.67723620007743,231.67723620007743,234.67766470019703,234.67766470019703,['1'],[0.5843090999405831],,,subject_9,2.0,2023-08-31_14h50.47.340,run_1,2023.1.2,59.97505038455771,,False Alarm,1,,
6.0,10.0,veridical,fps_60/1159329.bmp_pp95_L2_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,33.620735900010914,43.99068600009196,43.99068600009196,47.079543200088665,47.079543200088665,50.09066989994608,50.09066989994608,['1'],[0.7636604001745582],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Hit,1,,
6.0,21.84,scrambled,fps_60/713274.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.84,,0.0,1.0,1.0,1.0,,,,,50.09066989994608,56.34252090007067,56.34252090007067,59.395114300074056,59.395114300074056,62.40367210004479,62.40367210004479,['2'],[0.3352473000995815],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Correct Reject,2,,
6.0,29.93,veridical,fps_60/1159813.bmp_pp88_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.09,,0.0,2.0,2.0,2.0,,,,,62.40367210004479,64.90051140007563,64.90051140007563,68.02215490001254,68.02215490001254,,,['1'],[0.9988371001090854],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Hit,1,,
6.0,43.81,scrambled,fps_60/1592747.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,7.880000000000003,,0.0,3.0,3.0,3.0,,,,,71.0329204001464,79.3250061001163,79.3250061001163,82.39642870007083,82.39642870007083,85.40189650002867,85.40189650002867,['1'],[0.6412609000690281],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,52.41,veridical,fps_60/1591977.bmp_pp58_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.5999999999999943,,0.0,4.0,4.0,4.0,,,,,85.40189650002867,88.39240569993854,88.39240569993854,91.52782170008868,91.52782170008868,,,['1'],[0.8186989999376237],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Hit,1,,
6.0,61.04,veridical,fps_60/1160168.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.6300000000000026,,0.0,5.0,5.0,5.0,,,,,94.54206080012956,97.59627180011012,97.59627180011012,100.68720940011552,100.68720940011552,103.68688439996912,103.68688439996912,['1'],[1.1501744999550283],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Hit,1,,
6.0,69.21,veridical,fps_60/1592303.bmp_pp84_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1699999999999946,,0.0,6.0,6.0,6.0,,,,,103.68688439996912,106.26135249994697,106.26135249994697,109.3652786000166,109.3652786000166,112.36527850013226,112.36527850013226,['2'],[1.508529300102964],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Miss,2,,
6.0,77.65,veridical,fps_60/1592747.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.440000000000012,,0.0,7.0,7.0,7.0,,,,,112.36527850013226,115.1928435000591,115.1928435000591,118.3148600999266,118.3148600999266,121.32403320004232,121.32403320004232,['1'],[0.7474203000310808],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Hit,1,,
6.0,86.58,veridical,fps_60/1159440.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.9299999999999926,,0.0,8.0,8.0,8.0,,,,,121.32403320004232,124.6586148000788,124.6586148000788,127.77929900004528,127.77929900004528,130.7883621000219,130.7883621000219,['1'],[0.9434301001019776],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Hit,1,,
6.0,96.2,scrambled,fps_60/150474.bmp_pp57_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.620000000000005,,0.0,9.0,9.0,9.0,,,,,130.7883621000219,134.847892699996,134.847892699996,137.9293186001014,137.9293186001014,,,['1'],[1.2746812000405043],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,106.26,scrambled,fps_60/1160168.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.060000000000002,,0.0,10.0,10.0,10.0,,,,,140.94133669999428,145.40722319995984,145.40722319995984,148.49619320011698,148.49619320011698,151.50623830012046,151.50623830012046,['1'],[1.1035539000295103],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,115.03,veridical,fps_60/285993.bmp_pp67_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.769999999999996,,0.0,11.0,11.0,11.0,,,,,151.50623830012046,154.6740429000929,154.6740429000929,157.7780154000502,157.7780154000502,,,['2'],[0.36234740004874766],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Miss,2,,
6.0,129.34,scrambled,fps_60/1592303.bmp_pp84_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,8.310000000000002,,0.0,12.0,12.0,12.0,,,,,160.7925315001048,169.47204659995623,169.47204659995623,172.5415155000519,172.5415155000519,,,['1'],[1.1624819999560714],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,137.36,scrambled,fps_60/285993.bmp_pp67_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.0200000000000102,,0.0,13.0,13.0,13.0,,,,,175.5547571000643,177.9289824999869,177.9289824999869,181.03315349994227,181.03315349994227,184.0437586000189,184.0437586000189,,,,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,,,,
6.0,145.43,scrambled,fps_60/1159813.bmp_pp88_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.069999999999993,,0.0,14.0,14.0,14.0,,,,,184.0437586000189,186.47490440006368,186.47490440006368,189.5957929999568,189.5957929999568,,,['2'],[1.7414798000827432],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Correct Reject,2,,
6.0,155.23,scrambled,fps_60/1591977.bmp_pp58_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.799999999999983,,0.0,15.0,15.0,15.0,,,,,192.6086224000901,196.87043999996968,196.87043999996968,199.9769642001484,199.9769642001484,202.98651860002428,202.98651860002428,['1'],[0.7616473000962287],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,165.81,scrambled,fps_60/1159329.bmp_pp95_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.5800000000000125,,0.0,16.0,16.0,16.0,,,,,202.98651860002428,207.9265286999289,207.9265286999289,211.01715730014257,211.01715730014257,214.02512510004453,214.02512510004453,['1'],[0.8083738000132143],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,174.16,veridical,fps_60/150474.bmp_pp57_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.3499999999999943,,0.0,17.0,17.0,17.0,,,,,214.02512510004453,216.7445738001261,216.7445738001261,219.86066849995404,219.86066849995404,222.86969440011308,222.86969440011308,['2'],[2.6782874001655728],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Miss,2,,
6.0,183.28,scrambled,fps_60/1159440.bmp_pp64_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.1200000000000045,,0.0,18.0,18.0,18.0,,,,,222.86969440011308,226.3668740000576,226.3668740000576,229.48371589998715,229.48371589998715,232.488479899941,232.488479899941,['1'],[0.9388551998417825],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,False Alarm,1,,
6.0,191.93,veridical,fps_60/713274.bmp_pp91_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.6500000000000057,,0.0,19.0,19.0,19.0,,,,,232.488479899941,235.5089857999701,235.5089857999701,238.6080780001357,238.6080780001357,,,['2'],[0.4288158998824656],,,subject_9,6.0,2023-08-31_15h09.26.089,run_1,2023.1.2,60.016840755933394,,Miss,2,,
3.0,10.0,veridical,fps_60/285948.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,31.5719866999425,41.90476689999923,41.90476689999923,44.98946650000289,44.98946650000289,47.99700660002418,47.99700660002418,['1'],[0.7226654998958111],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,18.94,veridical,fps_60/713285.bmp_pp53_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.9400000000000013,,0.0,1.0,1.0,1.0,,,,,47.99700660002418,51.30617600004189,51.30617600004189,54.429565199883655,54.429565199883655,57.43760979990475,57.43760979990475,['1'],[0.7690776998642832],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,27.57,veridical,fps_60/1592530.bmp_pp75_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.629999999999999,,0.0,2.0,2.0,2.0,,,,,57.43760979990475,60.45125639997423,60.45125639997423,63.58016699994914,63.58016699994914,66.59117350005545,66.59117350005545,['1'],[0.6656831000000238],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,37.25,scrambled,fps_60/1593056.bmp_pp93_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.68,,0.0,3.0,3.0,3.0,,,,,66.59117350005545,70.70454429998063,70.70454429998063,73.8009555998724,73.8009555998724,76.8026266999077,76.8026266999077,['1'],[0.4337593999225646],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,False Alarm,1,,
3.0,45.98,scrambled,fps_60/713285.bmp_pp53_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.729999999999997,,0.0,4.0,4.0,4.0,,,,,76.8026266999077,79.90930239995942,79.90930239995942,83.01458279998042,83.01458279998042,86.02185110002756,86.02185110002756,['2'],[0.4686141998972744],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Correct Reject,2,,
3.0,55.35,veridical,fps_60/713017.bmp_pp82_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.3700000000000045,,0.0,5.0,5.0,5.0,,,,,86.02185110002756,89.78659179992974,89.78659179992974,92.8866415999364,92.8866415999364,95.89805419999176,95.89805419999176,['1'],[1.5104698999784887],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,67.86,scrambled,fps_60/1592530.bmp_pp75_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,6.509999999999998,,0.0,6.0,6.0,6.0,,,,,95.89805419999176,102.80599420005456,102.80599420005456,105.89485700009392,105.89485700009392,108.9039845999796,108.9039845999796,['1'],[2.0178268998861313],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,False Alarm,1,,
3.0,77.55,scrambled,fps_60/1159870.bmp_pp69_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,3.6899999999999977,,0.0,7.0,7.0,7.0,,,,,108.9039845999796,112.98474280000664,112.98474280000664,116.0582071999088,116.0582071999088,,,['1'],[1.2134451000019908],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,False Alarm,1,,
3.0,85.78,scrambled,fps_60/713017.bmp_pp82_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.230000000000004,,0.0,8.0,8.0,8.0,,,,,119.07239559991284,121.68962499988264,121.68962499988264,124.77677390002646,124.77677390002646,127.78750879992732,127.78750879992732,['2'],[2.49438549997285],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Correct Reject,2,,
3.0,98.48,veridical,fps_60/1160227.bmp_pp94_L2_V1_veridical_freeview_isoFalse_fps60.mp4,6.700000000000003,,0.0,9.0,9.0,9.0,,,,,127.78750879992732,134.90708320005797,134.90708320005797,138.00873759994283,138.00873759994283,,,['1'],[0.9127319999970496],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,108.18,veridical,fps_60/1159870.bmp_pp69_L3_V1_veridical_freeview_isoFalse_fps60.mp4,3.700000000000003,,0.0,10.0,10.0,10.0,,,,,141.02066849987025,145.1465072000865,145.1465072000865,148.19818420009688,148.19818420009688,151.2042163000442,151.2042163000442,['1'],[0.6782907999586314],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,116.6,veridical,fps_60/1593056.bmp_pp93_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.4199999999999875,,0.0,11.0,11.0,11.0,,,,,151.2042163000442,154.01888970006257,154.01888970006257,157.1569284000434,157.1569284000434,160.16089689987712,160.16089689987712,['1'],[0.7044899000320584],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,124.9,veridical,fps_60/1159325.bmp_pp67_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.300000000000012,,0.0,12.0,12.0,12.0,,,,,160.16089689987712,162.85111190006137,162.85111190006137,165.95773910009302,165.95773910009302,168.95876639988273,168.95876639988273,['2'],[1.5712677000556141],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Miss,2,,
3.0,135.79,scrambled,fps_60/713135.bmp_pp94_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.889999999999986,,0.0,13.0,13.0,13.0,,,,,168.95876639988273,174.2850603000261,174.2850603000261,177.36950380005874,177.36950380005874,180.37321750004776,180.37321750004776,['1'],[0.71785519993864],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,False Alarm,1,,
3.0,146.12,scrambled,fps_60/1159325.bmp_pp67_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.3300000000000125,,0.0,14.0,14.0,14.0,,,,,180.37321750004776,185.1091489000246,185.1091489000246,188.1923008998856,188.1923008998856,191.192641899921,191.192641899921,['2'],[2.31767710018903],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Correct Reject,2,,
3.0,155.36,veridical,fps_60/1160049.bmp_pp79_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.240000000000009,,0.0,15.0,15.0,15.0,,,,,191.192641899921,194.84484939998947,194.84484939998947,197.967689699959,197.967689699959,200.97058110008948,200.97058110008948,['1'],[1.6364760999567807],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,166.31,veridical,fps_60/713135.bmp_pp94_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.949999999999989,,0.0,16.0,16.0,16.0,,,,,200.97058110008948,206.35384429991245,206.35384429991245,209.4390982000623,209.4390982000623,212.44898190000092,212.44898190000092,['1'],[1.5370090999640524],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Hit,1,,
3.0,174.33,scrambled,fps_60/1160049.bmp_pp79_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.0200000000000102,,0.0,17.0,17.0,17.0,,,,,212.44898190000092,214.842236999888,214.842236999888,217.96644959994592,217.96644959994592,220.9707211998757,220.9707211998757,['2'],[1.177301999880001],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,Correct Reject,2,,
3.0,183.48,scrambled,fps_60/1160227.bmp_pp94_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,3.1499999999999773,,0.0,18.0,18.0,18.0,,,,,220.9707211998757,224.52363909990527,224.52363909990527,227.6595995998941,227.6595995998941,230.67055430007167,230.67055430007167,['1'],[0.8969912000466138],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,False Alarm,1,,
3.0,191.98,scrambled,fps_60/285948.bmp_pp64_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.5,,0.0,19.0,19.0,19.0,,,,,230.67055430007167,233.5668597999029,233.5668597999029,236.68404119997285,236.68404119997285,239.6870454000309,239.6870454000309,['1'],[1.1457275999709964],,,subject_9,3.0,2023-08-31_14h55.17.069,run_1,2023.1.2,60.15511597267062,,False Alarm,1,,
4.0,10.0,scrambled,fps_60/1591975.bmp_pp86_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,77.9555048000002,88.12131909999971,88.12131909999971,91.22631890000048,91.22631890000048,94.2383952,94.2383952,['2'],[1.5291981000000305],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Correct Reject,2,,
4.0,19.59,scrambled,fps_60/1592804.bmp_pp60_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,3.59,,0.0,1.0,1.0,1.0,,,,,94.2383952,98.06849880000028,98.06849880000028,101.21488980000048,101.21488980000048,104.2216868000005,104.2216868000005,['2'],[0.9740513000006104],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Correct Reject,2,,
4.0,28.07,scrambled,fps_60/1159318.bmp_pp93_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.4800000000000004,,0.0,2.0,2.0,2.0,,,,,104.2216868000005,106.96088039999997,106.96088039999997,110.10749690000011,110.10749690000011,,,['1'],[1.0143607999998494],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,False Alarm,1,,
4.0,36.17,veridical,fps_60/1159482.bmp_pp97_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1000000000000014,,0.0,3.0,3.0,3.0,,,,,113.12205580000044,115.45955219999996,115.45955219999996,118.57247710000048,118.57247710000048,121.57195169999976,121.57195169999976,['1'],[0.6495125000001281],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,44.9,veridical,fps_60/1591975.bmp_pp86_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.729999999999997,,0.0,4.0,4.0,4.0,,,,,121.57195169999976,124.54055700000026,124.54055700000026,127.67081570000028,127.67081570000028,130.67189340000004,130.67189340000004,['1'],[1.1181038000004264],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,53.57,veridical,fps_60/1159777.bmp_pp56_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.6700000000000017,,0.0,5.0,5.0,5.0,,,,,130.67189340000004,133.5826861000005,133.5826861000005,136.71160430000054,136.71160430000054,139.72195460000057,139.72195460000057,['1'],[0.8937932999997429],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,64.99,veridical,fps_60/1592804.bmp_pp60_L3_V1_veridical_freeview_isoFalse_fps60.mp4,5.419999999999995,,0.0,6.0,6.0,6.0,,,,,139.72195460000057,145.40123260000018,145.40123260000018,148.5257713000001,148.5257713000001,151.53861630000029,151.53861630000029,['2'],[1.91280899999947],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Miss,2,,
4.0,73.26,scrambled,fps_60/1159777.bmp_pp56_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.2700000000000102,,0.0,7.0,7.0,7.0,,,,,151.53861630000029,154.05678540000008,154.05678540000008,157.1873329,157.1873329,160.18850209999982,160.18850209999982,['1'],[1.0346126000004006],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,False Alarm,1,,
4.0,82.26,veridical,fps_60/1159318.bmp_pp93_L1_V1_veridical_freeview_isoFalse_fps60.mp4,3.0,,0.0,8.0,8.0,8.0,,,,,160.18850209999982,163.4370299000002,163.4370299000002,166.58420690000003,166.58420690000003,169.58856170000035,169.58856170000035,['1'],[1.5874725999992734],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,93.48,scrambled,fps_60/1592568.bmp_pp81_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,5.219999999999999,,0.0,9.0,9.0,9.0,,,,,169.58856170000035,175.07658390000051,175.07658390000051,178.18720070000018,178.18720070000018,181.18845200000032,181.18845200000032,['1'],[0.851761500000066],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,False Alarm,1,,
4.0,104.93,scrambled,fps_60/1159497.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.450000000000003,,0.0,10.0,10.0,10.0,,,,,181.18845200000032,186.9067587999998,186.9067587999998,190.0176695,190.0176695,193.02152320000005,193.02152320000005,['2'],[2.187391500000558],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Correct Reject,2,,
4.0,115.01,veridical,fps_60/1592372.bmp_pp89_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.079999999999998,,0.0,11.0,11.0,11.0,,,,,193.02152320000005,197.38118630000008,197.38118630000008,200.4908716,200.4908716,,,['1'],[0.7145319999999629],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,126.17,veridical,fps_60/1592568.bmp_pp81_L1_V1_veridical_freeview_isoFalse_fps60.mp4,5.159999999999997,,0.0,12.0,12.0,12.0,,,,,203.5050200000005,208.9165122000004,208.9165122000004,212.02670730000045,212.02670730000045,215.03840820000005,215.03840820000005,['1'],[0.8285918999999922],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,136.27,veridical,fps_60/1593102.bmp_pp80_L3_V1_veridical_freeview_isoFalse_fps60.mp4,4.1000000000000085,,0.0,13.0,13.0,13.0,,,,,215.03840820000005,219.3881849999998,219.3881849999998,222.4995929000006,222.4995929000006,225.5050215000001,225.5050215000001,['1'],[0.5725124000000505],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,147.81,veridical,fps_60/1159497.bmp_pp91_L3_V1_veridical_freeview_isoFalse_fps60.mp4,5.539999999999992,,0.0,14.0,14.0,14.0,,,,,225.5050215000001,231.30713319999995,231.30713319999995,234.4169956000005,234.4169956000005,237.4217067,237.4217067,['1'],[1.7882127000002583],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,156.79,veridical,fps_60/1592727.bmp_pp69_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.9799999999999898,,0.0,15.0,15.0,15.0,,,,,237.4217067,240.6459464999998,240.6459464999998,243.77579460000013,243.77579460000013,246.78812389999985,246.78812389999985,['1'],[1.1462574999995923],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Hit,1,,
4.0,164.95,scrambled,fps_60/1159482.bmp_pp97_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.1599999999999966,,0.0,16.0,16.0,16.0,,,,,246.78812389999985,249.1754121000004,249.1754121000004,252.28893750000043,252.28893750000043,255.28815459999987,255.28815459999987,['2'],[1.4161721000000398],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Correct Reject,2,,
4.0,173.04,scrambled,fps_60/1592372.bmp_pp89_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.0900000000000034,,0.0,17.0,17.0,17.0,,,,,255.28815459999987,257.63767259999986,257.63767259999986,260.76745610000035,260.76745610000035,263.77181800000017,263.77181800000017,['1'],[1.2378896000000168],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,False Alarm,1,,
4.0,181.66,scrambled,fps_60/1593102.bmp_pp80_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.6200000000000045,,0.0,18.0,18.0,18.0,,,,,263.77181800000017,266.6208654000002,266.6208654000002,269.75077520000013,269.75077520000013,272.7550760000004,272.7550760000004,['2'],[0.9713667999994868],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Correct Reject,2,,
4.0,190.0,scrambled,fps_60/1592727.bmp_pp69_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.3400000000000034,,0.0,19.0,19.0,19.0,,,,,272.7550760000004,275.3211869000006,275.3211869000006,278.45164550000027,278.45164550000027,281.45528939999986,281.45528939999986,['2'],[0.7369374999998399],,,subject_22,4.0,2023-11-03_17h15.26.645,run_1,2023.1.2,59.86676053768082,,Correct Reject,2,,
6.0,10.0,veridical,fps_60/1159329.bmp_pp95_L2_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,,0.0,0.0,0.0,0.0,,,,,33.5283715000005,43.69513350000034,43.69513350000034,46.800921400000334,46.800921400000334,49.8115671000005,49.8115671000005,['1'],[0.9775058999994144],,,subject_22,6.0,2023-11-03_17h24.57.031,run_1,2023.1.2,60.15822817155208,,Hit,1,,
6.0,21.84,scrambled,fps_60/713274.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.84,,0.0,1.0,1.0,1.0,,,,,49.8115671000005,55.90455329999986,55.90455329999986,58.99786469999981,58.99786469999981,,,['2'],[0.4972311000001355],,,subject_22,6.0,2023-11-03_17h24.57.031,run_1,2023.1.2,60.15822817155208,,Correct Reject,2,,
