run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_15.stopped,key_resp_9.stopped,fix4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,18.740096700000322,18.740096700000322,['equal'],[14.40573540000014],,,,,,,,,,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,10.0,veridical,fps_60/285948.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,33.16187190000028,43.5782279,43.5782279,46.66543270000011,46.66543270000011,['1'],[0.5673099999999067],,,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,18.94,veridical,fps_60/713285.bmp_pp53_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.9400000000000013,None,0,1,1,1,,,,,49.67805440000029,53.011175399999956,53.011175399999956,56.13238720000027,56.13238720000027,['1'],[0.7182599000002483],59.14208980000012,59.14208980000012,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,27.57,veridical,fps_60/1592530.bmp_pp75_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.629999999999999,None,0,2,2,2,,,,,59.14208980000012,62.12988380000024,62.12988380000024,65.25348550000035,65.25348550000035,['1'],[0.5175948000000972],68.25362270000005,68.25362270000005,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,37.25,scrambled,fps_60/1593056.bmp_pp93_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.68,None,0,3,3,3,,,,,68.25362270000005,72.3385000000003,72.3385000000003,75.44226930000013,75.44226930000013,['1'],[0.5527491999996528],78.44560369999999,78.44560369999999,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,45.98,scrambled,fps_60/713285.bmp_pp53_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.729999999999997,None,0,4,4,4,,,,,78.44560369999999,81.55895980000014,81.55895980000014,84.6822416,84.6822416,['1'],[0.49894040000026507],87.68661030000021,87.68661030000021,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,55.35,veridical,fps_60/713017.bmp_pp82_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.3700000000000045,None,0,5,5,5,,,,,87.68661030000021,91.43984769999997,91.43984769999997,94.5455063000004,94.5455063000004,['1'],[0.5331217000002653],97.54454550000037,97.54454550000037,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,67.86,scrambled,fps_60/1592530.bmp_pp75_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,6.509999999999998,None,0,6,6,6,,,,,97.54454550000037,104.48745340000005,104.48745340000005,107.55772939999997,107.55772939999997,['1'],[0.6510708000000704],,,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,77.55,scrambled,fps_60/1159870.bmp_pp69_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,3.6899999999999977,None,0,7,7,7,,,,,110.57195170000023,114.66848470000014,114.66848470000014,117.75541920000023,117.75541920000023,['1'],[1.3640088000001924],,,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
3,85.78,scrambled,fps_60/713017.bmp_pp82_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.230000000000004,None,0,8,8,8,,,,,120.77017030000025,123.39349600000014,123.39349600000014,126.49931349999997,126.49931349999997,['1'],[1.1832546999999067],129.50421920000008,129.50421920000008,,subject_17b,3,2023-09-29_17h01.46.118,run_1,2023.1.2,59.91608153619294,
