run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,text_15.stopped,key_resp_9.stopped,key_resp_9.keys,key_resp_9.rt,fix4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,20.206413599895313,20.206413599895313,['equal'],[14.802941800095141],,,,,,,,,,,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,10.0,veridical,fps_60/1159329.bmp_pp95_L2_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,35.025975899770856,45.36259999987669,45.36259999987669,48.4544151998125,48.4544151998125,51.46287249983288,51.46287249983288,['1'],[1.7864183001220226],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,21.84,scrambled,fps_60/713274.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.84,None,0,1,1,1,,,,,51.46287249983288,57.70817239978351,57.70817239978351,60.778976999921724,60.778976999921724,63.78282649978064,63.78282649978064,['2'],[0.8468813002109528],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,29.93,veridical,fps_60/1159813.bmp_pp88_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.09,None,0,2,2,2,,,,,63.78282649978064,66.303609599825,66.303609599825,69.42640669993125,69.42640669993125,,,['1'],[0.3681234000250697],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,43.81,scrambled,fps_60/1592747.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,7.880000000000003,None,0,3,3,3,,,,,72.44000179995783,80.73894499987364,80.73894499987364,83.8126049998682,83.8126049998682,86.8155513999518,86.8155513999518,['2'],[1.217133600031957],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,52.41,veridical,fps_60/1591977.bmp_pp58_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.5999999999999943,None,0,4,4,4,,,,,86.8155513999518,89.8153125999961,89.8153125999961,92.95543709979393,92.95543709979393,95.95650029997341,95.95650029997341,['1'],[0.870957100065425],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,61.04,veridical,fps_60/1160168.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.6300000000000026,None,0,5,5,5,,,,,95.95650029997341,98.99335909984075,98.99335909984075,102.11615649983287,102.11615649983287,105.11655569984578,105.11655569984578,['1'],[0.8491190001368523],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,69.21,veridical,fps_60/1592303.bmp_pp84_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1699999999999946,None,0,6,6,6,,,,,105.11655569984578,107.65416099992581,107.65416099992581,110.76138629997149,110.76138629997149,113.76753319986165,113.76753319986165,['2'],[1.1566343000158668],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,77.65,veridical,fps_60/1592747.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.440000000000012,None,0,7,7,7,,,,,113.76753319986165,116.60643649986014,116.60643649986014,119.7288027999457,119.7288027999457,,,['2'],[0.8968920998740941],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,86.58,veridical,fps_60/1159440.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.9299999999999926,None,0,8,8,8,,,,,122.73940359987319,126.06368269980885,126.06368269980885,129.16521729994565,129.16521729994565,132.17591349990107,132.17591349990107,['1'],[1.357817699899897],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
6,96.2,scrambled,fps_60/150474.bmp_pp57_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.620000000000005,None,0,9,9,9,,,,,132.17591349990107,136.2476729999762,136.2476729999762,139.33620689995587,139.33620689995587,142.34527379996143,142.34527379996143,['1'],[1.042191999964416],,subject_11,6,2023-09-01_09h01.50.808,run_1,2023.1.2,60.08719856298083,
