run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_15.stopped,key_resp_9.stopped,fix4.started,fix4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,76.73754999996163,76.73754999996163,['equal'],[27.38963619992137],,,,,,,,,,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,10.0,scrambled,fps_60/1591975.bmp_pp86_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,104.14649070007727,114.49014999996871,114.49014999996871,117.56295599997975,117.56295599997975,['2'],[1.0809881000313908],,,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,19.59,scrambled,fps_60/1592804.bmp_pp60_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,3.59,None,0,1,1,1,,,,,120.57310300017707,124.56233380013146,124.56233380013146,127.66573810018599,127.66573810018599,['2'],[1.148306200047955],130.66556140012108,130.66556140012108,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,28.07,scrambled,fps_60/1159318.bmp_pp93_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.4800000000000004,None,0,2,2,2,,,,,130.66556140012108,133.5313352001831,133.5313352001831,136.65338629996404,136.65338629996404,['2'],[1.548635199898854],139.66224250011146,139.66224250011146,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,36.17,veridical,fps_60/1159482.bmp_pp97_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1000000000000014,None,0,3,3,3,,,,,139.66224250011146,142.09890460013412,142.09890460013412,145.18645330006257,145.18645330006257,['1'],[0.8163375000003725],148.19501330005005,148.19501330005005,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,44.9,veridical,fps_60/1591975.bmp_pp86_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.729999999999997,None,0,4,4,4,,,,,148.19501330005005,151.29201880004257,151.29201880004257,154.41489879996516,154.41489879996516,['1'],[0.7457393000368029],,,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,53.57,veridical,fps_60/1159777.bmp_pp56_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.6700000000000017,None,0,5,5,5,,,,,157.4276278000325,160.49425590015016,160.49425590015016,163.58081470010802,163.58081470010802,['1'],[1.5127128998283297],,,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,64.99,veridical,fps_60/1592804.bmp_pp60_L3_V1_veridical_freeview_isoFalse_fps60.mp4,5.419999999999995,None,0,6,6,6,,,,,166.59642269997858,172.43712970009074,172.43712970009074,175.54381259996444,175.54381259996444,['1'],[0.4330281000584364],178.54357119998895,178.54357119998895,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,73.26,scrambled,fps_60/1159777.bmp_pp56_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.2700000000000102,None,0,7,7,7,,,,,178.54357119998895,181.1969684001524,181.1969684001524,184.30107420007698,184.30107420007698,['2'],[0.5628863999154419],187.3097785001155,187.3097785001155,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,82.26,veridical,fps_60/1159318.bmp_pp93_L1_V1_veridical_freeview_isoFalse_fps60.mp4,3.0,None,0,8,8,8,,,,,187.3097785001155,190.68829499999993,190.68829499999993,193.82407710002735,193.82407710002735,['1'],[0.8071359000168741],196.82643799996004,196.82643799996004,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,93.48,scrambled,fps_60/1592568.bmp_pp81_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,5.219999999999999,None,0,9,9,9,,,,,196.82643799996004,202.44498750008643,202.44498750008643,205.5281994000543,205.5281994000543,['1'],[0.7819585001561791],208.5372905000113,208.5372905000113,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,104.93,scrambled,fps_60/1159497.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.450000000000003,None,0,10,10,10,,,,,208.5372905000113,214.3631367001217,214.3631367001217,217.44577730004676,217.44577730004676,['2'],[0.7354381999466568],220.45155780017376,220.45155780017376,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,115.01,veridical,fps_60/1592372.bmp_pp89_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.079999999999998,None,0,11,11,11,,,,,220.45155780017376,224.93519620015286,224.93519620015286,228.01944860001095,228.01944860001095,['1'],[1.119060100056231],231.03014330007136,231.03014330007136,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,126.17,veridical,fps_60/1592568.bmp_pp81_L1_V1_veridical_freeview_isoFalse_fps60.mp4,5.159999999999997,None,0,12,12,12,,,,,231.03014330007136,236.57271940005012,236.57271940005012,239.66225140006281,239.66225140006281,['1'],[1.0646947000641376],,,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
4,136.27,veridical,fps_60/1593102.bmp_pp80_L3_V1_veridical_freeview_isoFalse_fps60.mp4,4.1000000000000085,None,0,13,13,13,,,,,242.67645420017652,247.20112189999782,247.20112189999782,250.27884250017814,250.27884250017814,['2'],[1.0151061001233757],,,,,subject_11,4,2023-09-01_08h53.04.172,run_1,2023.1.2,59.958077272352696,
