run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_15.stopped,key_resp_9.stopped,fix4.started,fix4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,18.730343000032008,18.730343000032008,['equal'],[49.05184690002352],,,,,,,,,,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,10.0,veridical,fps_60/1159329.bmp_pp95_L2_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,67.79815700009931,78.17756650003139,78.17756650003139,81.24323000002187,81.24323000002187,"['2', '2']","[0.6329582000616938, 1.570515500032343]",,,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,21.84,scrambled,fps_60/713274.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.84,None,0,1,1,1,,,,,84.25485720008146,90.51635680010077,90.51635680010077,93.58669860009104,93.58669860009104,['2'],[0.7662394000217319],96.59215590008534,96.59215590008534,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,29.93,veridical,fps_60/1159813.bmp_pp88_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.09,None,0,2,2,2,,,,,96.59215590008534,99.09664300002623,99.09664300002623,102.19234240008518,102.19234240008518,['1'],[0.8135665999725461],105.20287630008534,105.20287630008534,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,43.81,scrambled,fps_60/1592747.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,7.880000000000003,None,0,3,3,3,,,,,105.20287630008534,113.52233910001814,113.52233910001814,116.5951210000785,116.5951210000785,['2'],[0.7326522999210283],119.59813300007954,119.59813300007954,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,52.41,veridical,fps_60/1591977.bmp_pp58_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.5999999999999943,None,0,4,4,4,,,,,119.59813300007954,122.5509078000905,122.5509078000905,125.68631150003057,125.68631150003057,['2'],[0.5661646999651566],128.68955080001615,128.68955080001615,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,61.04,veridical,fps_60/1160168.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.6300000000000026,None,0,5,5,5,,,,,128.68955080001615,131.70737499999814,131.70737499999814,134.8475264000008,134.8475264000008,['2'],[1.3398435999406502],137.84808900009375,137.84808900009375,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,69.21,veridical,fps_60/1592303.bmp_pp84_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1699999999999946,None,0,6,6,6,,,,,137.84808900009375,140.4348544999957,140.4348544999957,143.53783440007828,143.53783440007828,['2'],[0.9624833998968825],146.5401862000581,146.5401862000581,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,77.65,veridical,fps_60/1592747.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.440000000000012,None,0,7,7,7,,,,,146.5401862000581,149.33956860005856,149.33956860005856,152.4465226000175,152.4465226000175,['1'],[0.6523505999939516],155.4522950000828,155.4522950000828,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,86.58,veridical,fps_60/1159440.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.9299999999999926,None,0,8,8,8,,,,,155.4522950000828,158.7948921000352,158.7948921000352,161.91421250009444,161.91421250009444,['1'],[0.5543735000537708],164.91592140006833,164.91592140006833,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,96.2,scrambled,fps_60/150474.bmp_pp57_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.620000000000005,None,0,9,9,9,,,,,164.91592140006833,168.9840167000657,168.9840167000657,172.0909910000628,172.0909910000628,['1'],[1.2244281999301165],175.0921894001076,175.0921894001076,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,106.26,scrambled,fps_60/1160168.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.060000000000002,None,0,10,10,10,,,,,175.0921894001076,179.59155430004466,179.59155430004466,182.68064780009445,182.68064780009445,['2'],[0.885218899929896],185.68794930004515,185.68794930004515,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,115.03,veridical,fps_60/285993.bmp_pp67_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.769999999999996,None,0,11,11,11,,,,,185.68794930004515,188.85920000006445,188.85920000006445,191.95920920011122,191.95920920011122,['1'],[0.7530768000287935],,,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,129.34,scrambled,fps_60/1592303.bmp_pp84_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,8.310000000000002,None,0,12,12,12,,,,,194.9712403001031,203.7317176000215,203.7317176000215,206.77705950010568,206.77705950010568,['2'],[0.7514789000852033],209.77848850004375,209.77848850004375,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,137.36,scrambled,fps_60/285993.bmp_pp67_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.0200000000000102,None,0,13,13,13,,,,,209.77848850004375,212.21272750000935,212.21272750000935,215.3130286000669,215.3130286000669,['2'],[0.8364671999588609],218.31741520005744,218.31741520005744,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,145.43,scrambled,fps_60/1159813.bmp_pp88_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.069999999999993,None,0,14,14,14,,,,,218.31741520005744,220.79287840006873,220.79287840006873,223.8921379999956,223.8921379999956,['2'],[1.1567260000156239],226.900047800038,226.900047800038,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,155.23,scrambled,fps_60/1591977.bmp_pp58_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.799999999999983,None,0,15,15,15,,,,,226.900047800038,231.14235470001586,231.14235470001586,234.253242900013,234.253242900013,['2'],[0.9524559000274166],237.25818130001426,237.25818130001426,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,165.81,scrambled,fps_60/1159329.bmp_pp95_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,4.5800000000000125,None,0,16,16,16,,,,,237.25818130001426,242.29114880005363,242.29114880005363,245.38221480010543,245.38221480010543,['2'],[0.701980899902992],248.39162960008252,248.39162960008252,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,174.16,veridical,fps_60/150474.bmp_pp57_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.3499999999999943,None,0,17,17,17,,,,,248.39162960008252,251.1011848000344,251.1011848000344,254.22280210000463,254.22280210000463,['1'],[1.0574904000386596],257.22250530007295,257.22250530007295,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,183.28,scrambled,fps_60/1159440.bmp_pp64_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.1200000000000045,None,0,18,18,18,,,,,257.22250530007295,260.75952310010325,260.75952310010325,263.8791940000374,263.8791940000374,['2'],[0.9778662000317127],,,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
6,191.93,veridical,fps_60/713274.bmp_pp91_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.6500000000000057,None,0,19,19,19,,,,,266.8927143000765,269.8909502000315,269.8909502000315,272.99140220007394,272.99140220007394,['1'],[1.490390699938871],275.99768090003636,275.99768090003636,,,sub_1,6,2023-08-18_12h28.10.706,run_1,2023.1.2,60.03435165200684,
,,,,,,,,,,,,,,,,,,,,,,,275.99768090003636,285.9977145000594,,,,,,,
