run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_15.stopped,key_resp_9.stopped,fix4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,16.014597100089304,16.014597100089304,['equal'],[13.509133700048551],,,,,,,,,,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,10.0,veridical,fps_60/1159329.bmp_pp95_L2_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,29.539845500024967,39.91647370008286,39.91647370008286,42.99696720007341,42.99696720007341,['1'],[0.5729789999313653],,,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,21.84,scrambled,fps_60/713274.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.84,None,0,1,1,1,,,,,46.00969690002967,52.30921219999436,52.30921219999436,55.379302600049414,55.379302600049414,['2'],[0.4841214999323711],,,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,29.93,veridical,fps_60/1159813.bmp_pp88_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.09,None,0,2,2,2,,,,,58.39228900009766,60.90721780003514,60.90721780003514,64.00748820009176,64.00748820009176,['1'],[1.6555012000026181],,,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,43.81,scrambled,fps_60/1592747.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,7.880000000000003,None,0,3,3,3,,,,,67.02145980007481,75.29073250002693,75.29073250002693,78.37179140001535,78.37179140001535,['1'],[0.36974640004336834],81.37799370009452,81.37799370009452,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,52.41,veridical,fps_60/1591977.bmp_pp58_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.5999999999999943,None,0,4,4,4,,,,,81.37799370009452,84.40688470005989,84.40688470005989,87.52379310003016,87.52379310003016,['2'],[0.6341836999636143],,,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,61.04,veridical,fps_60/1160168.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.6300000000000026,None,0,5,5,5,,,,,90.53632190008648,93.53549570008181,93.53549570008181,96.65466830006335,96.65466830006335,['2'],[0.4855074000079185],99.66122850007378,99.66122850007378,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,69.21,veridical,fps_60/1592303.bmp_pp84_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1699999999999946,None,0,6,6,6,,,,,99.66122850007378,102.24329890008084,102.24329890008084,105.3434419000987,105.3434419000987,['1'],[0.3698128000833094],108.34367179998662,108.34367179998662,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,77.65,veridical,fps_60/1592747.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.440000000000012,None,0,7,7,7,,,,,108.34367179998662,111.16153720009606,111.16153720009606,114.28429680003319,114.28429680003319,['1'],[0.4020836999407038],,,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
6,86.58,veridical,fps_60/1159440.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.9299999999999926,None,0,8,8,8,,,,,117.29714919999242,120.63075610005762,120.63075610005762,123.74818019999657,123.74818019999657,['2'],[0.9302347000921145],126.74970600008965,126.74970600008965,,subject_3,6,2023-08-23_11h33.03.433,run_1,2023.1.2,59.841288964929696,
