run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_15.stopped,key_resp_9.stopped,fix4.started,fix4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.931127300020307,14.931127300020307,['equal'],[97.43573899986222],,,,,,,,,,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,10.0,scrambled,fps_60/1592044.bmp_pp90_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,112.3927577000577,122.78480349993333,122.78480349993333,125.88776890002191,125.88776890002191,['2'],[1.1286765998229384],,,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,19.68,scrambled,fps_60/1592094.bmp_pp89_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,3.68,None,0,1,1,1,,,,,128.90006039990112,132.98360969987698,132.98360969987698,136.03263849997893,136.03263849997893,['1'],[0.7016647001728415],139.04221819993109,139.04221819993109,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,29.81,veridical,fps_60/713142.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.129999999999999,None,0,2,2,2,,,,,139.04221819993109,143.57975720008835,143.57975720008835,146.6676362999715,146.6676362999715,['1'],[1.4492212000768632],,,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,39.08,veridical,fps_60/1159515.bmp_pp80_L3_V1_veridical_freeview_isoFalse_fps60.mp4,3.27,None,0,3,3,3,,,,,149.68270089989528,153.31149549991824,153.31149549991824,156.41686960007064,156.41686960007064,['2'],[1.6349544001277536],159.4248047999572,159.4248047999572,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,48.0,scrambled,fps_60/713142.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.9200000000000017,None,0,4,4,4,,,,,159.4248047999572,162.7173772000242,162.7173772000242,165.83964859996922,165.83964859996922,['2'],[1.1205546997953206],168.8435054998845,168.8435054998845,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,56.3,scrambled,fps_60/713330.bmp_pp51_L1_V1_scrambled_freeview_isoFalse_fps60.mp4,2.299999999999997,None,0,5,5,5,,,,,168.8435054998845,171.5357387000695,171.5357387000695,174.64089390006848,174.64089390006848,['1'],[0.8275888999924064],177.64931009989232,177.64931009989232,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,66.73,veridical,fps_60/1592044.bmp_pp90_L2_V1_veridical_freeview_isoFalse_fps60.mp4,4.430000000000007,None,0,6,6,6,,,,,177.64931009989232,182.4942483000923,182.4942483000923,185.59891869989224,185.59891869989224,['1'],[0.8404896000865847],188.59949459997006,188.59949459997006,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,75.4,scrambled,fps_60/1159515.bmp_pp80_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,2.6700000000000017,None,0,7,7,7,,,,,188.59949459997006,191.69145029992796,191.69145029992796,194.7741529000923,194.7741529000923,['1'],[2.334383700042963],197.77974170004018,197.77974170004018,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,84.36,scrambled,fps_60/1160247.bmp_pp99_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.9599999999999937,None,0,8,8,8,,,,,197.77974170004018,201.1292377000209,201.1292377000209,204.23461019992828,204.23461019992828,['2'],[2.7939772999379784],,,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,93.97,veridical,fps_60/713807.bmp_pp152_L2_V1_veridical_freeview_isoFalse_fps60.mp4,3.61,None,0,9,9,9,,,,,207.24958080006763,211.2681132000871,211.2681132000871,214.35770189994946,214.35770189994946,['2'],[0.6154455000068992],217.358173500048,217.358173500048,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,103.09,veridical,fps_60/1592094.bmp_pp89_L1_V1_veridical_freeview_isoFalse_fps60.mp4,3.1200000000000045,None,0,10,10,10,,,,,217.358173500048,220.84834939986467,220.84834939986467,223.95600049989298,223.95600049989298,['1'],[1.712747400160879],226.95563380001113,226.95563380001113,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,112.07,scrambled,fps_60/713807.bmp_pp152_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,2.9799999999999898,None,0,11,11,11,,,,,226.95563380001113,230.34966539987363,230.34966539987363,233.46680060005747,233.46680060005747,['1'],[1.3879970000125468],236.46583319990896,236.46583319990896,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
1,122.94,veridical,fps_60/1592836.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,4.8700000000000045,None,0,12,12,12,,,,,236.46583319990896,241.76416329992935,241.76416329992935,244.86562549998052,244.86562549998052,['2'],[0.7675822998862714],247.86826499993913,247.86826499993913,,,subject_9,1,2023-08-31_14h44.59.403,run_1,2023.1.2,60.06280166815542,
