run,start_time,type,moviestim,jitters,frames,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,welcome_key.started,welcome_key.keys,welcome_key.rt,fix3.started,fix3.stopped,movie.started,text_15.started,key_resp_9.started,text_15.stopped,key_resp_9.stopped,key_resp_9.keys,key_resp_9.rt,fix4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.594303299905732,14.594303299905732,['equal'],[17.249061499955133],,,,,,,,,,,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,10.0,veridical,fps_60/1159329.bmp_pp95_L2_V1_veridical_freeview_isoFalse_fps60.mp4,10.0,None,0,0,0,0,,,,,31.85968969995156,42.25070289988071,42.25070289988071,45.33953979983926,45.33953979983926,48.349675399949774,48.349675399949774,['1'],[0.44537780014798045],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,21.84,scrambled,fps_60/713274.bmp_pp91_L3_V1_scrambled_freeview_isoFalse_fps60.mp4,5.84,None,0,1,1,1,,,,,48.349675399949774,54.59537700004876,54.59537700004876,57.64946069987491,57.64946069987491,,,['1'],[0.3661343001294881],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,29.93,veridical,fps_60/1159813.bmp_pp88_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.09,None,0,2,2,2,,,,,60.662359699839726,63.108252599835396,63.108252599835396,66.23037540004589,66.23037540004589,,,['1'],[0.8053651999216527],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,43.81,scrambled,fps_60/1592747.bmp_pp54_L2_V1_scrambled_freeview_isoFalse_fps60.mp4,7.880000000000003,None,0,3,3,3,,,,,69.24526289990172,77.54213089984842,77.54213089984842,80.62958989990875,80.62958989990875,,,['1'],[1.270758300088346],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,52.41,veridical,fps_60/1591977.bmp_pp58_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.5999999999999943,None,0,4,4,4,,,,,83.64239609986544,86.60239030001685,86.60239030001685,89.73978479998186,89.73978479998186,,,['2'],[1.0199732000473887],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,61.04,veridical,fps_60/1160168.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.6300000000000026,None,0,5,5,5,,,,,92.75418879999779,95.80011529987678,95.80011529987678,98.90834009996615,98.90834009996615,101.90871069999412,101.90871069999412,['2'],[0.7179294000379741],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,69.21,veridical,fps_60/1592303.bmp_pp84_L3_V1_veridical_freeview_isoFalse_fps60.mp4,2.1699999999999946,None,0,6,6,6,,,,,101.90871069999412,104.44041129993275,104.44041129993275,107.54778809985146,107.54778809985146,,,['1'],[0.5019602999091148],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,77.65,veridical,fps_60/1592747.bmp_pp54_L2_V1_veridical_freeview_isoFalse_fps60.mp4,2.440000000000012,None,0,7,7,7,,,,,110.5587628998328,113.37278359988704,113.37278359988704,116.49302769987844,116.49302769987844,119.49198889988475,119.49198889988475,['1'],[0.5163201000541449],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
6,86.58,veridical,fps_60/1159440.bmp_pp64_L1_V1_veridical_freeview_isoFalse_fps60.mp4,2.9299999999999926,None,0,8,8,8,,,,,119.49198889988475,122.84128930000588,122.84128930000588,125.96454459987581,125.96454459987581,,,['1'],[2.3115129999350756],,subject_4c,6,2023-08-24_13h44.10.375,run_1,2023.1.2,60.01666061211096,
